GWBASIN,SITENUM,YEAR,LAT,LONG,BFI,PRECIP_MM,TEMP_C,AREA_KM2,SLOPE_DEGREES,ELEV_FT,ET_MM,SOIL_A_PERCENT,SOIL_B_PERCENT,SOIL_C_PERCENT,SOIL_D_PERCENT,SOIL_A_D_PERCENT,SOIL_B_D_PERCENT,SOIL_C_D_PERCENT,LC_UNCLASSIFIED_PERCENT,LC_OPEN_WATER_PERCENT,LC_DEVELOPED_OPEN_SPACE_PERCENT,LC_DEVELOPED_LOW_INTENSITY_PERCENT,LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT,LC_DEVELOPED_HIGH_INTENSITY_PERCENT,LC_BARREN_LAND_PERCENT,LC_DECIDUOUS_FOREST_PERCENT,LC_EVERGREEN_FOREST_PERCENT,LC_MIXED_FOREST_PERCENT,LC_SHRUB_PERCENT,LC_HERBACEOUS_PERCENT,LC_HAY_PASTURE_PERCENT,LC_CULTIVATED_CROPS_PERCENT,LC_WOODY_WETLANDS_PERCENT,LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT,KARST_PERCENT,IGNEOUS_INTRUSIVE_PERCENT,SEDIMENTARY_CLASTIC_PERCENT,METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT,METAMORPHIC_SCHIST_PERCENT,SEDIMENTARY_UNDIFFERENTIATED_PERCENT,IGNEOUS_VOLCANIC_PERCENT,METAMORPHIC_UNDIFFERENTIATED_PERCENT,UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT,IGNEOUS_UNDIFFERENTIATED_PERCENT,METAMORPHIC_GNEISS_PERCENT,METAMORPHIC_VOLCANIC_PERCENT,METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT,ASPECT_FLAT_PERCENT,ASPECT_NORTH_PERCENT,ASPECT_SOUTH_PERCENT
AGUA FRIA,9512500,2019,34.3153073,-112.0640455,0.18,620.96,16.23,4800.94081,13.3722534,3481.221,603.872314453125,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512495,1954,34.31502955,-112.0648788,0.375,429.92,16.73,4800.94081,13.3722534,3466.88,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,1986,34.01558948,-112.1679378,0.252,457.92,16.34,4800.94081,13.3722534,1801.373,512.43841552734375,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,2022,34.3153073,-112.0640455,0.327,360.74,17.31,4800.94081,13.3722534,3481.221,462.4572448730469,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1941,34.3153073,-112.0640455,0.155,721.59,15,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1942,34.3153073,-112.0640455,0.425,288.94,15.73,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1944,34.3153073,-112.0640455,0.185,473.25,15.2,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1944,34.3153073,-112.0640455,0.221,473.25,15.2,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1945,34.3153073,-112.0640455,0.233,378.83,15.47,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1946,34.3153073,-112.0640455,0.262,456.14,15.84,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1947,34.3153073,-112.0640455,0.307,298.64,15.99,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1948,34.3153073,-112.0640455,0.166,349.02,15.72,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1949,34.3153073,-112.0640455,0.151,458.95,15.35,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512501,1950,34.3153073,-112.0640455,0.231,242.02,16.91,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,2020,34.3153073,-112.0640455,0.115,236.52,17.8,4800.94081,13.3722534,3481.221,346.3181457519531,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,2021,34.3153073,-112.0640455,0.143,429.67,17.52,4800.94081,13.3722534,3481.221,594.74853515625,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1941,34.3153073,-112.0640455,0.153,721.59,15,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1942,34.3153073,-112.0640455,0.368,288.94,15.73,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,2006,34.01558948,-112.1679378,0.169,261.13,17.01,4800.94081,13.3722534,1801.373,347.9691162109375,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1974,34.3153073,-112.0640455,0.366,413.87,16.07,4800.94081,13.3722534,3481.221,421.3381958007813,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,2009,34.01558948,-112.1679378,0.268,266.25,17.02,4800.94081,13.3722534,1801.373,341.8438720703125,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,2010,34.01558948,-112.1679378,0.122,561.25,16.42,4800.94081,13.3722534,1801.373,510.9759826660156,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,2011,34.01558948,-112.1679378,0.444,286.32,16.6,4800.94081,13.3722534,1801.373,369.141845703125,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512495,1942,34.31502955,-112.0648788,0.487,288.94,15.73,4800.94081,13.3722534,3466.88,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512495,1943,34.31502955,-112.0648788,0.458,410.12,16.84,4800.94081,13.3722534,3466.88,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512495,1944,34.31502955,-112.0648788,0.226,473.25,15.2,4800.94081,13.3722534,3466.88,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512495,1945,34.31502955,-112.0648788,0.384,378.83,15.47,4800.94081,13.3722534,3466.88,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,1998,34.01558948,-112.1679378,0.248,543.03,15.43,4800.94081,13.3722534,1801.373,554.31488037109375,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,2001,34.01558948,-112.1679378,0.278,354.49,16.87,4800.94081,13.3722534,1801.373,359.65228271484375,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,2003,34.01558948,-112.1679378,0.112,458.95,17.32,4800.94081,13.3722534,1801.373,437.10693359375,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512800,2005,34.01558948,-112.1679378,0.168,496.73,16.89,4800.94081,13.3722534,1801.373,420.4573364257813,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512495,1950,34.31502955,-112.0648788,0.459,242.02,16.91,4800.94081,13.3722534,3466.88,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1980,34.3153073,-112.0640455,0.123,611.22,16.36,4800.94081,13.3722534,3481.221,447.9764099121094,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1948,34.3153073,-112.0640455,0.108,349.02,15.72,4800.94081,13.3722534,3481.221,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1977,34.3153073,-112.0640455,0.163,359.12,16.28,4800.94081,13.3722534,3481.221,378.5871276855469,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512500,1979,34.3153073,-112.0640455,0.214,420.81,15.65,4800.94081,13.3722534,3481.221,481.5526123046875,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
AGUA FRIA,9512495,1946,34.31502955,-112.0648788,0.436,456.14,15.84,4800.94081,13.3722534,3466.88,455.53695819561295,1.16e-4,0.2447783,0.0835321,0.5688054,0,0,0,0,0.0063,0.004,0.0023,9e-4,2e-4,1e-4,0,0.0771,0,0.5243,0.0653,0,1e-4,0.001,2e-4,0.0051,0.2741,0.0861,0,0,0,0.0053,0.3959,0.0974,0.0101,0,0,0.1295,0,9e-4,0.3035,0.3774
